DATE,region_location,content_ID,actor,QA,Rep_label1,QA_label1,Level_1,Rep_label2,QA_label2,Level_2,Rep_label3,QA_label3,Level_3,Rep_label4,QA_label4,Level_4
1/29/20,region 2,2315704,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/29/20,region 2,1933245,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_2,shade_4,F
1/29/20,region 1,1792412,actor 3,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_3,F
1/29/20,region 2,2441383,actor 5,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_2,,T
1/29/20,region 2,1754482,actor 5,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_3,,T
1/29/20,region 2,1634361,actor 5,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_1,,T
1/29/20,region 2,1684445,actor 5,auditor 2,red,red,T,is_color,is_color,T,complementary_color,grey_scale,F,shade_4,,T
1/29/20,region 1,2102549,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
1/29/20,region 2,1497339,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_8,shade_1,F
1/29/20,region 2,1366176,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/29/20,region 2,2754000,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/29/20,region 2,2187127,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_6,F
1/29/20,region 2,1629138,actor 9,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/29/20,region 2,2990927,actor 9,auditor 2,blue,red,F,is_color,is_color,T,primary_color,grey_scale,F,shade_2,,T
1/29/20,region 2,2697306,actor 9,auditor 2,blue,red,F,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_2,T
1/29/20,region 1,2983424,actor 10,auditor 2,red,yellow,F,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/29/20,region 2,1412639,actor 10,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/30/20,region 1,1601100,actor 2,auditor 1,red,blue,F,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_1,T
1/30/20,region 1,2494707,actor 10,auditor 1,red,blue,F,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_1,T
1/30/20,region 1,2597644,actor 2,auditor 2,blue,yellow,F,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/30/20,region 1,2526491,actor 3,auditor 2,red,blue,F,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_3,T
1/30/20,region 1,1097544,actor 5,auditor 2,red,red,T,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_1,T
1/30/20,region 1,2602859,actor 8,auditor 2,red,blue,F,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_3,T
1/30/20,region 2,2675435,actor 5,auditor 3,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/30/20,region 2,2841986,actor 6,auditor 3,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/30/20,region 2,1647858,actor 10,auditor 3,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_3,F
1/31/20,region 1,2611670,actor 1,auditor 1,red,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
1/31/20,region 2,2549247,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/31/20,region 2,2669939,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
1/31/20,region 2,1483494,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_2,F
1/31/20,region 2,2246599,actor 10,auditor 1,red,red,T,is_color,is_color,T,"""label_notrendering""",primary_color,F,,shade_3,T
1/31/20,region 2,1881159,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_6,shade_1,F
1/31/20,region 2,2384623,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/31/20,region 2,2722800,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,complementary_color,primary_color,F,shade_4,shade_1,F
1/31/20,region 1,1349613,actor 1,auditor 2,yellow,yellow,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
1/31/20,region 2,2016871,actor 1,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/31/20,region 2,1909080,actor 1,auditor 2,blue,blue,T,is_color,is_color,T,complementary_color,primary_color,F,shade_10,shade_2,F
1/31/20,region 1,1392377,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
1/31/20,region 1,1889759,actor 2,auditor 2,red,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
1/31/20,region 2,2980180,actor 2,auditor 2,blue,red,F,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_3,T
1/31/20,region 2,1480163,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_2,shade_4,F
1/31/20,region 1,2028838,actor 3,auditor 2,blue,red,F,is_color,is_color,T,complementary_color,primary_color,F,shade_4,shade_2,F
1/31/20,region 1,1186997,actor 5,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
1/31/20,region 1,1034760,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_3,shade_9,F
1/31/20,region 2,1603732,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_2,shade_4,F
1/31/20,region 2,2353272,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/31/20,region 2,2279653,actor 8,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
1/31/20,region 1,2591197,actor 9,auditor 2,blue,red,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_3,F
1/31/20,region 2,2937642,actor 10,auditor 2,green,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
1/31/20,region 2,2145015,actor 10,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
2/1/20,region 1,2090401,actor 5,auditor 2,yellow,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
2/3/20,region 1,2528038,actor 1,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_3,shade_4,F
2/3/20,region 2,2155377,actor 1,auditor 1,red,red,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 1,2072095,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_3,F
2/3/20,region 1,1332937,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
2/3/20,region 1,2888744,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_1,shade_9,F
2/3/20,region 1,1231855,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,2137313,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1405395,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
2/3/20,region 2,1141226,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1451265,actor 2,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1803093,actor 3,auditor 1,blue,yellow,F,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_2,T
2/3/20,region 2,1469242,actor 3,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1039357,actor 4,auditor 1,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_1,,T
2/3/20,region 2,1195329,actor 6,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_1,shade_13,F
2/3/20,region 1,2216340,actor 7,auditor 1,red,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
2/3/20,region 2,1495651,actor 7,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_2,shade_4,F
2/3/20,region 2,2683405,actor 7,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
2/3/20,region 2,2067908,actor 9,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1154692,actor 9,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_3,F
2/3/20,region 1,1940826,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
2/3/20,region 2,1753123,actor 10,auditor 1,blue,blue,T,is_color,is_color,T,primary_color,complementary_color,F,shade_1,shade_4,F
2/3/20,region 2,1274305,actor 1,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,1097484,actor 1,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_8,shade_1,F
2/3/20,region 2,1528231,actor 1,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 1,1584328,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
2/3/20,region 1,1112870,actor 2,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
2/3/20,region 2,1780483,actor 3,auditor 2,red,red,T,is_color,is_color,T,primary_color,primary_color,T,shade_6,shade_1,F
2/3/20,region 2,1651545,actor 4,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_1,,T
2/3/20,region 1,2402496,actor 6,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_3,F
2/3/20,region 1,2233890,actor 6,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_1,F
2/3/20,region 1,1894269,actor 6,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_1,,T
2/3/20,region 1,2324363,actor 7,auditor 2,blue,blue,T,is_color,is_color,T,complementary_color,complementary_color,T,q_grey::violating_oc,shade_4,F
2/3/20,region 1,2978187,actor 7,auditor 2,yellow,blue,F,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_1,T
2/3/20,region 2,2670289,actor 8,auditor 2,red,red,T,is_color,is_color,T,primary_color,grey_scale,F,shade_1,,T
2/3/20,region 2,2344713,actor 9,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_1,shade_2,F
2/3/20,region 2,2089700,actor 9,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_5,shade_1,F
2/3/20,region 1,1305003,actor 10,auditor 2,red,red,T,is_color,is_color,T,primary_color,complementary_color,F,shade_3,shade_9,F
2/3/20,region 1,1721364,actor 10,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_2,shade_1,F
2/3/20,region 1,1548773,actor 10,auditor 2,blue,blue,T,is_color,is_color,T,primary_color,primary_color,T,shade_3,shade_12,F
